Timestamp,Player Name,Player UUID,Class,ID,Name,Position,Change,Old Data,New Data
"2025-01-19T23:23:15.629Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.data.Rail","","","(150, 120, -1)
(169, 120, -1)","CREATE","{}","{
  ""type"": ""PLATFORM"",
  ""one_way"": false
}"
"2025-01-19T23:23:43.764Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.data.Route","[-5017506161064050176]","","","CREATE","{}","{
  ""id"": -5017506161064050176,
  ""transport_mode"": ""TRAIN"",
  ""name"": """",
  ""color"": 0,
  ""platform_ids"": [
    -2602660200865419121
  ],
  ""custom_destinations"": [
    """"
  ],
  ""route_type"": ""NORMAL"",
  ""is_light_rail_route"": false,
  ""is_route_hidden"": false,
  ""disable_next_station_announcements"": false,
  ""light_rail_route_number"": """",
  ""circular_state"": ""NONE""
}"
"2025-01-19T23:23:48.065Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.data.Route","[-5017506161064050176]","","","EDIT","{
  ""platform_ids"": [
    -2602660200865419121
  ],
  ""custom_destinations"": [
    """"
  ]
}","{
  ""platform_ids"": [
    -2602660200865419121,
    -4570941391412721582
  ],
  ""custom_destinations"": [
    """",
    """"
  ]
}"
"2025-01-19T23:23:54.590Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.data.Route","[-5017506161064050176]","","","EDIT","{
  ""platform_ids"": [
    -2602660200865419121,
    -4570941391412721582
  ],
  ""custom_destinations"": [
    """",
    """"
  ]
}","{
  ""platform_ids"": [
    -2602660200865419121,
    -4570941391412721582,
    -2602660200865419121
  ],
  ""custom_destinations"": [
    """",
    """",
    """"
  ]
}"
"2025-01-19T23:23:56.423Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.data.Route","[-5017506161064050176]","","","EDIT","{
  ""platform_ids"": [
    -2602660200865419121,
    -4570941391412721582,
    -2602660200865419121
  ],
  ""custom_destinations"": [
    """",
    """",
    """"
  ]
}","{
  ""platform_ids"": [
    -2602660200865419121,
    -2602660200865419121
  ],
  ""custom_destinations"": [
    """",
    """"
  ]
}"
"2025-01-19T23:24:04.880Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.data.Station","[9004800855253815649]","","","CREATE","{}","{
  ""id"": 9004800855253815649,
  ""transport_mode"": ""TRAIN"",
  ""name"": """",
  ""color"": 0,
  ""x_min"": 150,
  ""z_min"": -7,
  ""x_max"": 168,
  ""z_max"": 4,
  ""zone"": 0,
  ""exits"": {}
}"
"2025-01-19T23:24:14.470Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.data.Station","[9004800855253815649]","Portal a la aldea","","EDIT","{
  ""name"": """",
  ""color"": 0
}","{
  ""name"": ""Portal a la aldea"",
  ""color"": 6882260
}"
"2025-01-19T23:24:20.279Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.data.Route","[3950698044997852431]","","","CREATE","{}","{
  ""id"": 3950698044997852431,
  ""transport_mode"": ""TRAIN"",
  ""name"": """",
  ""color"": 0,
  ""platform_ids"": [
    -4570941391412721582
  ],
  ""custom_destinations"": [
    """"
  ],
  ""route_type"": ""NORMAL"",
  ""is_light_rail_route"": false,
  ""is_route_hidden"": false,
  ""disable_next_station_announcements"": false,
  ""light_rail_route_number"": """",
  ""circular_state"": ""NONE""
}"
"2025-01-19T23:24:25.474Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.data.Route","[3950698044997852431]","","","EDIT","{
  ""platform_ids"": [
    -4570941391412721582
  ],
  ""custom_destinations"": [
    """"
  ]
}","{
  ""platform_ids"": [
    -4570941391412721582,
    -2602660200865419121
  ],
  ""custom_destinations"": [
    """",
    """"
  ]
}"
"2025-01-19T23:24:26.729Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.data.Route","[3950698044997852431]","","","EDIT","{
  ""platform_ids"": [
    -4570941391412721582,
    -2602660200865419121
  ]
}","{
  ""platform_ids"": [
    -2602660200865419121,
    -4570941391412721582
  ]
}"
"2025-01-19T23:24:29.336Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.data.Route","[3950698044997852431]","","","EDIT","{
  ""platform_ids"": [
    -2602660200865419121,
    -4570941391412721582
  ],
  ""custom_destinations"": [
    """",
    """"
  ]
}","{
  ""platform_ids"": [
    -2602660200865419121,
    -4570941391412721582,
    -2602660200865419121
  ],
  ""custom_destinations"": [
    """",
    """",
    """"
  ]
}"
"2025-01-19T23:24:34.867Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.data.Route","[3950698044997852431]","end 1","","EDIT","{
  ""name"": """",
  ""color"": 0
}","{
  ""name"": ""end 1"",
  ""color"": 10635184
}"
"2025-01-19T23:24:46.313Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.data.Depot","[-5319378939268432287]","1 end","","EDIT","{
  ""frequencies"": [
    0,
    0,
    0,
    0,
    0,
    0,
    0,
    0,
    0,
    0,
    0,
    0,
    0,
    0,
    0,
    0,
    0,
    0,
    0,
    0,
    0,
    0,
    0,
    0
  ]
}","{
  ""frequencies"": [
    10,
    10,
    10,
    10,
    10,
    10,
    10,
    10,
    10,
    10,
    10,
    10,
    10,
    10,
    10,
    10,
    10,
    10,
    10,
    10,
    10,
    10,
    10,
    10
  ]
}"
"2025-01-19T23:24:49.213Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.data.Depot","[-5319378939268432287]","1 end","","EDIT","{
  ""route_ids"": []
}","{
  ""route_ids"": [
    3950698044997852431
  ]
}"
"2025-01-19T23:24:52.528Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.data.Depot","[-5319378939268432287]","1 end","","EDIT","{
  ""repeat_infinitely"": false
}","{
  ""repeat_infinitely"": true
}"
"2025-01-19T23:25:34.821Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.data.Siding","[-6166432950670426206]","1","","EDIT","{
  ""acceleration_constant"": 0.009999999776482582
}","{
  ""acceleration_constant"": 0.05000000074505806
}"
